"start";"end";"deviceid";"1- Onde o sr.(a) reside (mora)?";"1.1- Estado:";"1.1- País:";"2- Sexo:";"3- Qual a sua faixa etária?";"4- Qual sua escolaridade?";"5- Qual sua profissão? (ocupação principal)*";"6- Qual moeda você recebe seus rendimentos?";"6.1- Faixa de renda?";"6.1- Valor mensal/anual:";"7- Qual seu estado civil?";"8- Qual sua orientação sexual?";"9- Com quem está viajando?";"10- Com quantas pessoas está viajando?";"11- Quanto tempo passou ou está programado para passar nessa cidade?";"11.1- Quantos dias?";"11.1- Quantos meses?";"12- Qual meio de transporte você utilizou para chegar até este destino?";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus de linha";"12- Qual meio de transporte você utilizou para chegar até este destino?/Ônibus fretado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro alugado";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião Fretado (charter)";"12- Qual meio de transporte você utilizou para chegar até este destino?/Outros";"12- Qual meio de transporte você utilizou para chegar até este destino?/Carro próprio";"12- Qual meio de transporte você utilizou para chegar até este destino?/Moto";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transfer/receptivo";"12- Qual meio de transporte você utilizou para chegar até este destino?/Transporte coletivo/van";"12- Qual meio de transporte você utilizou para chegar até este destino?/Avião";"12.1- Qual?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Outros";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro alugado";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Buggy";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Carro/moto própria";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Moto táxi";"13 - Qual meio de transporte você utilizou para se locomover por essa cidade e outras localidades?/Quadriciclo";"13.1- Quais?";"14- Qual o meio de hospedagem utilizado?";"15- Qual foi o motivo/ atrativo da sua viagem?";"15.1- Quais?";"16- Qual foi a influência para sua escolha por essa cidadel?";"16.1- Qual?";"17- Como organizou a viagem?";"17.1- Quais?";"18- Você usou algum serviço especializado em informações turísticas?";"18.1- Onde?";"19- Você utilizou algum serviço de guia ou acompanhante de turismo?";"19.1- Para quais serviços?";"19.1- Para quais serviços?/Concierge";"19.1- Para quais serviços?/Passeios de buggy";"19.1- Para quais serviços?/Outros";"19.1- Para quais serviços?/Passeios em atrativos turísticos";"19.1- Para quais serviços?/City tour/receptivo";"19.2- Quais?";"20- Você fez algum passeio?";"20.1- Quais?";"20.1- Quais?/Outros";"20.1- Quais?/Jardineira";"20.1- Quais?/Catamarã/lancha";"20.1- Quais?/Buggy";"20.1- Quais?/Quatriciclo";"20.1- Quais?/Pau de arara";"20.2- Quais?";"20.3- Como ficou sabendo do passeio?";"Condições do transporte";"Condutor/guia";"Roteiro do passeio";"Preço do passeio";"20.1- Por quê?";"21- Quais os atrativos visitados?";"21- Quais os atrativos visitados?/Santuario ecológico";"21- Quais os atrativos visitados?/Nenhum";"21- Quais os atrativos visitados?/Praias";"21- Quais os atrativos visitados?/Mirantes";"21- Quais os atrativos visitados?/Outros";"21- Quais os atrativos visitados?/Chapadão";"21- Quais os atrativos visitados?/Fazenda do camarão";"21- Quais os atrativos visitados?/Lagoa Guaraira";"21- Quais os atrativos visitados?/Projeto Tamar";"22- Viajou para outros municípios ou localidades do RN? Quais?";"22.1- Quais?";"23- É sua primeira vez nessa cidade?";"24- Retornaria a essa cidade?";"24.1- Por quê?";"25- Recomendaria a cidade aos amigos?";"Hospedagem";"Alimentação";"Transporte";"Passeios e lazer";"Compras";"Outros";"27- Como avalia os preços dos bens e serviços adquiridos nesta localidade?";"28- Qualifique os itens abaixo, em uma escala de 1 a 5 para os seguintes quesitos nesta localidade, quanto à:";"Atrativos naturais";"Patrimônio cultural";"Manifestações culturais";"Equipamentos de lazer";"Passeios diversos";"Serviços de receptivo";"Informações turísticas";"Guias de turismo";"Meios de hospedagem";"Locadora de veículos";"Restaurantes/bares";"Locadora de veículos";"Compras/comércio";"Diversões noturnas";"Acolhida do povo";"Atendimento dos serviços";"Acessibilidade";"Comunicações";"Sinalização urbana e turística";"Limpeza pública";"Segurança pública";"Transporte público";"Táxi/ Uber/ Transfer";"Rodoviária";"Aeroporto (acesso)";"Aeroporto (estrutura)";"Nome";"Identificação (Companhia/vôo, ônibus/linha ou placa do veículo)";"__version__";"_id";"_uuid";"_submission_time";"_index"
"2016-12-17T21:39:04.741-02";"2016-12-17T21:50:29.580-02";"866523028526360";"Brasileiro";"PB";"";"Feminino";"26 a 35 anos";"Superior";"Autônomo";"Real";"R$881,00 a R$1.800,00";"";"Viúvo(a)";"Bissexual";"Sozinho";"Nenhuma";"Meses";"";"1";"Moto";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"Moto propria";"Camping";"Cultural";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Lagoa Guaraira Mirantes Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"1";"0";"Sim";"Goianinha";"Sim";"Sim";"Tudo lindo";"Sim";"450";"200";"100";"0";"0";"0";"Elevados";"";"5";"4";"4";"2";"5";"?";"?";"?";"4";"?";"?";"?";"3";"5";"5";"4";"3";"3";"3";"4";"1";"2";"?";"?";"?";"?";"Barbara toscano";"Praça";"vHZpya9YwWnPpMmMnrYA6m";"5409686";"4940e69b-2bc9-4c6e-843d-1fbd1a177418";"2016-12-19T00:51:53";"11"
"2016-12-17T18:59:55.484-02";"2016-12-17T23:02:35.254-02";"866523028526139";"Estrangeiro";"";"Chile";"Feminino";"26 a 35 anos";"Pós-Graduação";"Outros";"Outros";"";"900000";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Meses";"";"2";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Hostel/Albergue";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Buggy Catamarã/lancha";"0";"0";"1";"1";"0";"0";"";"Guia turístico/folders";"5";"4";"5";"4";"";"Praias Lagoa Guaraira Projeto Tamar Santuario ecológico";"1";"0";"1";"0";"0";"0";"0";"1";"1";"Não";"";"Não";"Sim";"Porque gosta mito e tranqüila oferece muitas coisas em um só lugar";"Sim";"40";"40";"";"200";"";"";"Normais";"";"5";"3";"5";"5";"4";"5";"5";"3";"5";"3";"5";"?";"4";"5";"5";"5";"5";"4";"4";"1";"4";"3";"4";"?";"5";"5";"Vanessa uribe chile";"";"vHZpya9YwWnPpMmMnrYA6m";"5411259";"8e82eade-998b-4eb1-b676-232e49736dc3";"2016-12-19T03:57:20";"12"
"2016-12-17T23:09:26.296-02";"2016-12-17T23:26:55.945-02";"866523028526139";"Brasileiro";"BA";"";"Masculino";"51 a 65 anos";"Médio Completo";"Comércio";"Real";"R$1.801,00 a R$3.500,00";"";"Divorciado(a)";"Heterossexual";"Família";"01- uma";"Dias";"15";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de parentes/Amigos";"Visitar amigos/ parentes";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Motivação de viagem";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Sim";"Natal tibau ";"Sim";"Sim";"Praias bonitas, vida noturna";"Sim";"0";"500";"0";"0";"0";"";"Elevados";"";"3";"1";"2";"5";"?";"?";"?";"?";"5";"?";"5";"?";"?";"5";"3";"3";"4";"2";"1";"1";"1";"?";"?";"?";"?";"?";"Arivelton _casa cultural";"";"vHZpya9YwWnPpMmMnrYA6m";"5411260";"93705e4e-46f0-4591-950c-7bb276dc4891";"2016-12-19T03:57:21";"13"
"2016-12-17T23:27:10.910-02";"2016-12-17T23:46:58.098-02";"866523028526139";"Brasileiro";"BA";"";"Masculino";"36 a 50 anos";"Fundamental Incompleto";"Outros";"Real";"R$881,00 a R$1.800,00";"";"Divorciado(a)";"Heterossexual";"Família";"01- uma";"Dias";"15";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de parentes/Amigos";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias Lagoa Guaraira";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Sim";"Natal, Tibau do Sul";"Sim";"Sim";"A paisagem";"Sim";"0";"500";"0";"100";"";"";"Elevados";"";"5";"3";"3";"?";"?";"?";"?";"?";"?";"?";"5";"?";"4";"5";"5";"5";"4";"5";"1";"1";"1";"?";"?";"?";"?";"?";"Juliano _ casa cultura";"";"vHZpya9YwWnPpMmMnrYA6m";"5411261";"f166d7f8-2218-4eb7-8e58-00fd9d9a517e";"2016-12-19T03:57:23";"14"
"2016-12-18T00:20:49.963-02";"2016-12-18T00:33:04.604-02";"866523028526139";"Estrangeiro";"";"Chilenos";"Masculino";"26 a 35 anos";"Superior";"Outros";"Outros";"";"10000000";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Meses";"";"10";"Avião Transfer/receptivo";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"Van público";"Hostel/Albergue";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Pau de arara";"0";"0";"0";"0";"0";"1";"";"Indicação de parentes/amigos";"5";"5";"4";"4";"";"Praias Chapadão Fazenda do camarão Lagoa Guaraira Mirantes";"0";"0";"1";"1";"0";"1";"1";"1";"0";"Não";"Não";"Não";"Sim";"Para curti mesmos";"Sim";"20";"50";"5";"0";"0";"";"Normais";"";"5";"4";"5";"5";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"4";"4";"5";"5";"?";"5";"5";"4";"Juan Auger";"Curva do Vento Bar";"vHZpya9YwWnPpMmMnrYA6m";"5411262";"9d52dc1d-79ae-40ab-88e0-a97ad9fd654c";"2016-12-19T03:57:24";"15"
"2016-12-18T01:04:11.100-02";"2016-12-18T01:10:41.650-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"26 a 35 anos";"Pós-Graduação";"Professor";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"Grupos";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Pousada/chalés";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Buggy Catamarã/lancha Quatriciclo Outros";"1";"0";"1";"1";"1";"0";"Surf";"Indicação de parentes/amigos";"3";"3";"5";"4";"";"Praias Chapadão Mirantes Projeto Tamar Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"0";"1";"Não";"Não";"Não";"Sim";"Praias, pessoas, noite";"Sim";"250";"100";"0";"0";"0";"";"Elevados";"";"5";"3";"3";"4";"5";"?";"?";"?";"4";"?";"4";"?";"4";"5";"5";"5";"4";"4";"3";"4";"1";"?";"?";"?";"?";"?";"Aline";"Agora";"vHZpya9YwWnPpMmMnrYA6m";"5411263";"5e8d5de8-f4e5-45cd-8eab-cbe12a14066f";"2016-12-19T03:57:25";"16"
"2016-12-18T21:00:49.679-02";"2016-12-18T21:31:50.059-02";"866523028526139";"Brasileiro";"SP";"";"Masculino";"51 a 65 anos";"Sem instrução formal";"Indústria";"Real";"R$881,00 a R$1.800,00";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"8";"";"Avião Outros";"0";"0";"0";"0";"1";"0";"0";"0";"0";"1";"Taxi";"Outros";"1";"0";"0";"0";"0";"0";"A pé, carro do hotel";"Hotel/resort";"Sol e praia";"";"Agência de viagem";"";"Agência de viagens";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Jardineira Buggy Quatriciclo";"0";"1";"0";"1";"1";"0";"";"Concierge (hotel)";"5";"5";"5";"4";"";"Praias Chapadão Lagoa Guaraira Mirantes";"0";"0";"1";"1";"0";"1";"0";"1";"0";"Não";"";"Sim";"Sim";"hospitalidade,violência zero,muito lindo, diferente de tudo que vê no Brasil, paisagem naturais.";"Sim";"1200";"1207";"0";"600";"100";"";"Elevados";"";"5";"4";"4";"4";"5";"3";"4";"4";"5";"5";"4";"4";"3";"5";"5";"5";"3";"4";"4";"5";"5";"?";"5";"?";"5";"5";"Fernando Macedo";"Villa da pipa shopping";"vHZpya9YwWnPpMmMnrYA6m";"5411264";"94e82ac7-2ba1-44dc-885c-e5f9433b2077";"2016-12-19T03:57:26";"17"
"2016-12-18T21:32:54.109-02";"2016-12-18T22:46:20.342-02";"866523028526139";"Brasileiro";"BA";"";"Feminino";"51 a 65 anos";"Técnico";"Aposentado/Pensionista";"Real";"Até R$880,00";"";"Divorciado(a)";"Heterossexual";"Sozinho";"Nenhuma";"Dias";"21";"";"Ônibus de linha Transporte coletivo/van";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Casa de parentes/Amigos";"Visitar amigos/ parentes";"";"Outros";"Visitar a filha.";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Catamarã/lancha";"0";"0";"1";"0";"0";"0";"";"Indicação de parentes/amigos";"4";"5";"5";"2";"";"Praias Lagoa Guaraira";"0";"0";"1";"0";"0";"0";"0";"1";"0";"Não";"";"Não";"Sim";"Porque gostei.";"Sim";"0";"150";"110";"0";"0";"50";"Elevados";"";"5";"1";"2";"4";"5";"?";"?";"5";"?";"?";"5";"?";"4";"?";"4";"3";"3";"?";"?";"4";"?";"4";"?";"4";"?";"?";"Fátima";"Casa";"vHZpya9YwWnPpMmMnrYA6m";"5411265";"18a3f8cd-e09c-4de3-8f36-77a1ad133d0c";"2016-12-19T03:57:26";"18"
"2016-12-18T22:55:09.789-02";"2016-12-18T23:11:41.259-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"51 a 65 anos";"Superior";"Aposentado/Pensionista";"Real";"R$1.801,00 a R$3.500,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"15";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de veraneio";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Nenhum";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Sim";"Natal ";"Não";"Sim";"Vida noturna, praia";"Sim";"0";"450";"0";"0";"";"";"Normais";"";"5";"?";"3";"4";"?";"?";"?";"?";"?";"?";"5";"?";"3";"5";"4";"5";"3";"1";"3";"1";"3";"?";"?";"?";"?";"?";"Induina";"Agora";"vHZpya9YwWnPpMmMnrYA6m";"5411266";"b67e96a3-1604-4b11-bc52-d11d87fc2306";"2016-12-19T03:57:28";"19"
"2016-12-18T23:12:25.765-02";"2016-12-18T23:32:02.681-02";"866523028526139";"Brasileiro";"PB";"";"Masculino";"51 a 65 anos";"Pós-Graduação";"Aposentado/Pensionista";"Real";"R$8.801,00 a R$18.000,00";"";"Casado(a)";"Heterossexual";"Companheiro(a)";"01- uma";"Dias";"15";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Casa de veraneio";"Outros";"Forró do Agora";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Já fez anteriormente";"Praias Chapadão Mirantes";"0";"0";"1";"1";"0";"1";"0";"0";"0";"Sim";"Natal";"Não";"Sim";"Porque a praia e a natureza são lindas.";"Sim";"0";"450";"";"";"100";"";"Elevados";"";"5";"1";"3";"2";"?";"?";"?";"?";"?";"?";"4";"?";"3";"5";"4";"3";"2";"2";"3";"3";"3";"?";"?";"?";"?";"?";"Carlos";"Ágora";"vHZpya9YwWnPpMmMnrYA6m";"5411267";"b6de60d6-d5b9-4271-bb6a-35d5205dcb60";"2016-12-19T03:57:28";"20"
"2016-12-18T23:49:08.330-02";"2016-12-19T00:29:13.933-02";"866523028526139";"Estrangeiro";"";"Roma_ Br";"Masculino";"26 a 35 anos";"Técnico";"Autônomo";"Euros";"";"19600";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Dias";"15";"";"Avião Ônibus de linha Transporte coletivo/van";"1";"0";"0";"0";"0";"0";"0";"0";"1";"1";"";"Outros";"1";"0";"0";"0";"0";"0";"Avainas";"Pousada/chalés";"Outros";"Não sabia onde ir";"Comentários";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Viajava com crianças";"Praias Chapadão Mirantes";"0";"0";"1";"1";"0";"1";"0";"0";"0";"Não";"";"Sim";"Sim";"Gostei";"Sim";"450";"300";"0";"0";"";"";"Elevados";"";"3";"2";"3";"2";"?";"?";"?";"?";"3";"?";"4";"?";"3";"5";"5";"5";"5";"5";"1";"4";"4";"?";"?";"2";"2";"?";"Fornari";"Curva do vento";"vHZpya9YwWnPpMmMnrYA6m";"5411268";"cfeeb1e1-be94-4c28-9b60-d7d32be30081";"2016-12-19T03:57:29";"21"
"2016-12-19T00:02:53.847-02";"2016-12-19T00:24:43.900-02";"866523028526139";"Brasileiro";"BA";"";"Feminino";"26 a 35 anos";"Superior";"Iniciativa privada";"Real";"R$1.801,00 a R$3.500,00";"";"Solteiro(a)";"Heterossexual";"Sozinho";"Nenhuma";"Meses";"";"1";"Ônibus de linha Transporte coletivo/van";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"Van";"Hostel/Albergue";"Aventura e natureza";"";"Internet";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias Chapadão Mirantes Projeto Tamar Santuario ecológico";"1";"0";"1";"1";"0";"1";"0";"0";"1";"Sim";"Natal";"Sim";"Sim";"Porque aqui é o paraíso. Belicismo, fiquei maravilhada.";"Sim";"0";"300";"50";"";"";"";"Elevados";"";"5";"1";"3";"3";"5";"?";"4";"?";"2";"?";"4";"?";"2";"5";"5";"3";"5";"3";"2";"3";"4";"3";"?";"?";"?";"?";"Joana";"Ágora";"vHZpya9YwWnPpMmMnrYA6m";"5411269";"7dad1f0c-22e9-4203-b053-3561c9a66a0b";"2016-12-19T03:57:30";"22"
"2016-12-19T00:33:29.544-02";"2016-12-19T00:45:16.688-02";"866523028526139";"Brasileiro";"PB";"";"Feminino";"18 a 25 anos";"Superior Incompleto";"Empresário";"Real";"R$3.501,00 a R$8.800,00";"";"Solteiro(a)";"Heterossexual";"Amigos";"Grupos";"Dias";"2";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Pousada/chalés";"Aventura e natureza";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Outros";"1";"0";"0";"0";"0";"0";"Dunas 4x4";"Outros";"";"";"5";"";"";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Sim";"Barra de Camaratuba ";"Não";"Sim";"As praias são muito atrativas";"Sim";"300";"350";"";"";"";"";"Normais";"";"5";"5";"1";"5";"5";"5";"5";"5";"5";"4";"5";"4";"4";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"5";"Braisy";"Pousada praiana";"vHZpya9YwWnPpMmMnrYA6m";"5411270";"069b3a20-7e5f-4fc3-aa9c-5940f0687638";"2016-12-19T03:57:31";"23"
"2016-12-16T17:53:11.368-02";"2016-12-17T11:02:31.355-02";"866523028526097";"Brasileiro";"CE";"";"Feminino";"26 a 35 anos";"Pós-Graduação";"Empregado público";"Real";"R$8.801,00 a R$18.000,00";"";"União Estável";"Heterossexual";"Família";"04- quatro";"Dias";"8";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"Carro proprio";"Hotel/resort";"Sol e praia";"";"Comentários";"";"Sozinho/internet";"";"Sim";"Site";"Sim";"Passeios em atrativos turísticos";"0";"0";"0";"1";"0";"";"Sim";"Catamarã/lancha";"0";"0";"1";"0";"0";"0";"";"Concierge (hotel)";"5";"5";"5";"5";"";"Lagoa Guaraira";"0";"0";"0";"0";"0";"0";"0";"1";"0";"Não";"";"Não";"Sim";"Natureza e noite da pipa";"Sim";"120";"800";"50";"150";"250";"";"Normais";"";"5";"3";"?";"3";"5";"4";"4";"?";"4";"?";"4";"?";"?";"?";"5";"5";"3";"5";"1";"3";"3";"?";"?";"?";"?";"?";"Roberta Almeida";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5420567";"dcf44057-65e1-4ff3-ac0e-8731906c7f19";"2016-12-19T11:06:30";"24"
"2016-12-17T10:33:54.458-02";"2016-12-17T10:46:22.406-02";"866523028526097";"Brasileiro";"PR";"";"Feminino";"51 a 65 anos";"Superior";"Empresário";"Real";"R$8.801,00 a R$18.000,00";"";"Divorciado(a)";"Heterossexual";"Amigos";"Grupos";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Nenhum";"0";"1";"0";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"A noite";"Sim";"0";"600";"150";"500";"100";"";"Elevados";"";"5";"5";"?";"5";"?";"5";"?";"?";"5";"?";"5";"?";"5";"5";"5";"5";"5";"5";"5";"5";"5";"?";"?";"?";"?";"?";"Suleni Maria Borges";"Hotel";"vHZpya9YwWnPpMmMnrYA6m";"5420568";"aa0b4c17-47ad-44af-b94a-62fa6e939b68";"2016-12-19T11:06:31";"25"
"2016-12-17T10:47:12.862-02";"2016-12-17T11:00:48.317-02";"866523028526097";"Brasileiro";"PR";"";"Masculino";"36 a 50 anos";"Superior";"E-commerce/Digital Influencer";"Real";"R$1.801,00 a R$3.500,00";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Aventura e natureza";"";"Já conhecia o local";"";"Sozinho/internet";"";"Sim";"Internet";"Não";"";"";"";"";"";"";"";"Sim";"Outros";"1";"0";"0";"0";"0";"0";"Santuário";"Indicação de parentes/amigos";"";"";"";"";"";"Praias Chapadão Santuario ecológico";"1";"0";"1";"0";"0";"1";"0";"0";"0";"Não";"";"Não";"Sim";"Qualidade do atendimento, restaurantes e natureza";"Sim";"200";"180";"150";"0";"100";"";"Normais";"";"5";"5";"?";"5";"5";"5";"5";"?";"5";"?";"5";"?";"5";"5";"5";"5";"5";"4";"5";"5";"5";"?";"?";"?";"?";"?";"Welleton";"Hotel";"vHZpya9YwWnPpMmMnrYA6m";"5420569";"021f63c1-9262-4976-92fc-1282700da1ae";"2016-12-19T11:06:31";"26"
"2016-12-17T12:46:07.028-02";"2016-12-17T12:59:55.072-02";"866523028526097";"Brasileiro";"PB";"";"Masculino";"36 a 50 anos";"Superior";"Outros";"Real";"R$1.801,00 a R$3.500,00";"";"Divorciado(a)";"Heterossexual";"Amigos";"Grupos";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Sol e praia";"";"Já conhecia o local";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Falta de interesse";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"A noite de pipa";"Sim";"0";"600";"150";"0";"200";"";"Normais";"";"5";"5";"?";"5";"?";"5";"5";"?";"5";"?";"5";"?";"5";"5";"5";"5";"5";"5";"5";"5";"5";"?";"?";"?";"?";"?";"Jailton";"Hotel centro";"vHZpya9YwWnPpMmMnrYA6m";"5420570";"e8654d49-f224-4817-ac18-89c45e314abd";"2016-12-19T11:06:32";"27"
"2016-12-17T19:56:08.359-02";"2016-12-17T20:04:33.737-02";"866523028526097";"Estrangeiro";"";"Portugal";"Masculino";"36 a 50 anos";"Superior";"Funcionário público";"Euros";"";"0";"Casado(a)";"";"Família";"04- quatro";"Dias";"4";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Outros";"1";"0";"0";"0";"0";"0";"A pé";"Pousada/chalés";"Sol e praia";"";"Internet";"";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Não";"";"";"";"";"";"";"";"";"";"";"";"";"";"Outros";"Praias";"0";"0";"1";"0";"0";"0";"0";"0";"0";"Não";"";"Sim";"Sim";"Muitos atrativos";"Sim";"800";"100";"0";"0";"0";"";"Normais";"";"5";"?";"?";"5";"?";"5";"4";"?";"3";"5";"?";"?";"?";"5";"5";"2";"2";"3";"4";"5";"?";"?";"?";"?";"?";"?";"Ricardo";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5420571";"0669fbe3-4b90-46bc-93aa-84ce726b5e71";"2016-12-19T11:06:33";"28"
"2016-12-17T20:05:40.194-02";"2016-12-17T20:16:28.577-02";"866523028526097";"Brasileiro";"PA";"";"Masculino";"36 a 50 anos";"Médio Completo";"Comércio";"Real";"Acima de R$18.000,00";"";"Casado(a)";"Heterossexual";"Família";"03- três";"Dias";"3";"";"Carro próprio";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"";"Carro/moto própria";"0";"0";"0";"1";"0";"0";"";"Hotel/resort";"Sol e praia";"";"Outros";"Viagem";"Sozinho/internet";"";"Não";"";"Não";"";"";"";"";"";"";"";"Sim";"Catamarã/lancha";"0";"0";"1";"0";"0";"0";"";"Agência de viagens/receptivo";"2";"1";"1";"4";"";"Praias Mirantes";"0";"0";"1";"1";"0";"0";"0";"0";"0";"Não";"";"Não";"Sim";"Belezas naturais";"Sim";"350";"150";"100";"35";"500";"";"Normais";"";"5";"2";"?";"3";"4";"3";"3";"?";"3";"?";"3";"?";"3";"3";"4";"4";"4";"3";"4";"1";"3";"?";"?";"?";"?";"?";"Ivaí de Sousa Guimarães";"Centro";"vHZpya9YwWnPpMmMnrYA6m";"5420572";"fb30989b-0108-4a33-9d43-3dc493ce1a8a";"2016-12-19T11:06:33";"29"
